都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,USER_通し番号,USER_施設名称,USER_棟名,USER_建物用途,区,USER_住所,USER_Field9,USER_静岡県浜松市,経度,緯度,階数,3階×ｍ,収容人数(0.7*0.7)指数o.8,USER_避難場所,USER_面積___,USER_公共民間,USER_建物の構造,USER_建築年,USER_x,USER_y
221309,228,静岡県,浜松市,1,ST.ナイン,,集合住宅,中央区,坪井町876,中央区坪井町876,静岡県浜松市中央区坪井町876,137.6460645,34.6832554,3階,6ｍ,16人,3階通路,11.4,民間,RC,1988,15322689.81,4120919.696
221309,229,静岡県,浜松市,2,ユーアイハイツ,,集合住宅,中央区,坪井町531-1,中央区坪井町531-1,静岡県浜松市中央区坪井町531-1,137.6481128,34.68480778,3階,6ｍ,18人,3階通路,13,民間,RC,1987,15322917.83,4121129.85
221309,231,静岡県,浜松市,4,ハーベストⅦ,,集合住宅,中央区,高塚町4509-1,中央区高塚町4509-1,静岡県浜松市中央区高塚町4509-1,137.683998,34.68766945,5階,12ｍ,65人,3～5階通路,46,民間,RC,2007,15326912.55,4121517.26
221309,230,静岡県,浜松市,3,忠産ビル,,集合住宅,中央区,篠原町14171,中央区篠原町14171,静岡県浜松市中央区篠原町14171,137.671612,34.687217,5階,12ｍ,151人,3～5階通路、屋上,106,民間,RC,1995,15325533.74,4121456.007
221309,233,静岡県,浜松市,6,特別養護老人ホーム南風,,福祉施設,中央区,倉松町593,中央区倉松町593,静岡県浜松市中央区倉松町593,137.6969489,34.6758996,3階,6ｍ,"1,089人",3階バルコニー、屋上,765.4,民間,RC,2003,15328354.24,4119923.956
221309,234,静岡県,浜松市,7,グランドエクシブ浜名湖,,宿泊施設,中央区,村櫛町4620,中央区村櫛町4620,静岡県浜松市中央区村櫛町4620,137.604549,34.7228604,8階,21ｍ,"2,987人",3～8階客室廊下、3階:バックヤード・廊下・従業員食堂、3階屋上（喫煙所）、機械室,2100,民間,SRC,2004,15318068.33,4126282.469
221309,232,静岡県,浜松市,5,三方原病院B館,,病院,中央区,小沢渡町2195-2,中央区小沢渡町2195-2,静岡県浜松市中央区小沢渡町2195-2,137.6778423,34.6758185,4階,9ｍ,651人,3～4階多目的ホール、渡り廊下、会議室等,458,民間,RC,2000,15326227.3,4119912.978
221309,236,静岡県,浜松市,11,メゾン・アルタ,,集合住宅,中央区,都盛町77-1,中央区都盛町77-1,静岡県浜松市中央区都盛町77-1,137.756591,34.688455,3階,6ｍ,38人,3階通路,26.4,民間,RC,1998,15334993.56,4121623.609
221309,238,静岡県,浜松市,13,ケアハウス西島,,福祉施設,中央区,西島町103,中央区西島町103,静岡県浜松市中央区西島町103,137.7636346,34.6719551,5階,12ｍ,927人,3～5階談話ホール、屋上,652,民間,RC,1995,15335777.65,4119390.033
221309,237,静岡県,浜松市,12,CASA　MARCO,,集合住宅,中央区,遠州浜二丁目28-10,中央区遠州浜二丁目28-10,静岡県浜松市中央区遠州浜二丁目28-10,137.7681589,34.6554347,3階,6ｍ,34人,3階通路,24,民間,RC,1996,15336281.3,4117154.127
221309,239,静岡県,浜松市,14,特別養護老人ホーム西島寮,,福祉施設,中央区,西島町101,中央区西島町101,静岡県浜松市中央区西島町101,137.7641345,34.672094,3階,6ｍ,305人,3階通路,214.7,民間,RC,1987,15335833.3,4119408.834
221309,240,静岡県,浜松市,15,HAMANAKO　BENTEN　RESORT　THE　OCEAN,,集合住宅,中央区,舞阪町弁天島3285-88,中央区舞阪町弁天島3285-88,静岡県浜松市中央区舞阪町弁天島3285-88,137.6020753,34.68999511,4階,9ｍ,"1,650人",4階機械室（屋外）、5階テラス、13階テラス、屋上テラス,1160,民間,SRC,1989,15317792.95,4121832.115
221309,243,静岡県,浜松市,23,メニュエットⅠ,,集合住宅,中央区,志都呂町5234,中央区志都呂町5234,静岡県浜松市中央区志都呂町5234,137.6603182,34.6991013,4階,9ｍ,20人,3～4階通路,14.4,民間,RC,2009,15324276.52,4123065.025
221309,241,静岡県,浜松市,19,オット・アンダーレ,,集合住宅,中央区,篠原町21581,中央区篠原町21581,静岡県浜松市中央区篠原町21581,137.6701344,34.6859282,4階,9ｍ,142人,3～4階通路,100,民間,RC,2004,15325369.26,4121281.53
221309,242,静岡県,浜松市,22,篠原ケアホーム,,福祉施設,中央区,篠原町18345-28,中央区篠原町18345-28,静岡県浜松市中央区篠原町18345-28,137.653558,34.6909576,4階,9ｍ,"1,391人",3～4階通路、ベランダ、屋上,978,民間,RC,2002,15323523.98,4121962.423
221309,244,静岡県,浜松市,24,メゾン・ターコイズ,,集合住宅,中央区,入野町9737,中央区入野町9737,静岡県浜松市中央区入野町9737,137.6799165,34.697116,4階,9ｍ,20人,3～4階階段踊場,14,民間,RC,1990,15326458.2,4122796.219
221309,245,静岡県,浜松市,25,メゾン・フロントーサ,,集合住宅,中央区,入野町9727-2,中央区入野町9727-2,静岡県浜松市中央区入野町9727-2,137.6802276,34.6985492,5階,12ｍ,107人,3～5階通路,75,民間,RC,1992,15326492.83,4122990.271
221309,246,静岡県,浜松市,26,介護老人福祉施設静光園,,福祉施設,中央区,小沢渡町1300-1,中央区小沢渡町1300-1,静岡県浜松市中央区小沢渡町1300-1,137.6781559,34.6854174,4階,9ｍ,"2,904人",3～4階バルコニー、屋上,2042,民間,SRC,2001,15326262.21,4121212.379
221309,248,静岡県,浜松市,28,コスモスマンション,,集合住宅,中央区,新橋町495,中央区新橋町495,静岡県浜松市中央区新橋町495,137.6957072,34.6832959,7階,18ｍ,102人,3～7階通路,72,民間,SRC,2001,15328216.01,4120925.179
221309,247,静岡県,浜松市,27,CasaCampana,,集合住宅,中央区,小沢渡町1275-1,中央区小沢渡町1275-1,静岡県浜松市中央区小沢渡町1275-1,137.6778809,34.685984,3階,6ｍ,18人,3階通路,13,民間,RC,2002,15326231.6,4121289.084
221309,249,静岡県,浜松市,29,ペラルゴス,,集合住宅,中央区,小沢渡町753,中央区小沢渡町753,静岡県浜松市中央区小沢渡町753,137.689223,34.68132953,3階,6ｍ,46人,3階通路,32,民間,RC,2009,15327494.19,4120658.986
221309,250,静岡県,浜松市,30,エザンス,,集合住宅,中央区,新橋町732,中央区新橋町732,静岡県浜松市中央区新橋町732,137.7004568,34.6820961,5階,12ｍ,121人,3～5階通路,85,民間,RC,2000,15328744.73,4120762.758
221309,253,静岡県,浜松市,33,第二砂丘寮,,福祉施設,中央区,田尻町1182,中央区田尻町1182,静岡県浜松市中央区田尻町1182,137.7232551,34.6669014,4階,9ｍ,540人,3～4階通路、共有室,380,民間,RC,1996,15331282.63,4118706.007
221309,252,静岡県,浜松市,32,トットジョイ,,福祉施設,中央区,新橋町678,中央区新橋町678,静岡県浜松市中央区新橋町678,137.6994291,34.6825321,3階,6ｍ,320人,3階通路、屋上,225,民間,RC,2007,15328630.33,4120821.78
221309,251,静岡県,浜松市,31,エザンスⅡ,,集合住宅,中央区,新橋町708-1,中央区新橋町708-1,静岡県浜松市中央区新橋町708-1,137.7007984,34.6816628,5階,12ｍ,62人,3～5階通路,43.6,民間,RC,2002,15328782.76,4120704.101
221309,254,静岡県,浜松市,34,フルオブライフ砂丘,,福祉施設,中央区,田尻町1166-1,中央区田尻町1166-1,静岡県浜松市中央区田尻町1166-1,137.7230218,34.6673597,4階,9ｍ,199人,3～4階通路、4階和室、5階ストレッチルーム,140,民間,SRC,1990,15331256.66,4118768.037
221309,255,静岡県,浜松市,35,白脇ケアセンター,,福祉施設,中央区,白羽町1424,中央区白羽町1424,静岡県浜松市中央区白羽町1424,137.7279017,34.6785944,,-3ｍ,619人,屋上,435.1,民間,RC,2002,15331799.89,4120288.735
221309,256,静岡県,浜松市,36,ARCO浜名湖クレセント21,,集合住宅,中央区,舞阪町弁天島3371-2,中央区舞阪町弁天島3371-2,静岡県浜松市中央区舞阪町弁天島3371-2,137.5984222,34.69862009,7階,18ｍ,"1,020人",3～7廊下、8階全フロア,717,民間,RC,2010,15317386.29,4122999.869
221309,259,静岡県,浜松市,39,株式会社クラベ本社,,企業,中央区,高塚町4830,中央区高塚町4830,静岡県浜松市中央区高塚町4830,137.6765782,34.6874476,3階,6ｍ,980人,3階食堂、屋上,689,民間,RC,1984,15326086.58,4121487.225
221309,257,静岡県,浜松市,37,フローレンス,,福祉施設,中央区,篠原町1144-18,中央区篠原町1144-18,静岡県浜松市中央区篠原町1144-18,137.6714231,34.6881252,4階,9ｍ,383人,4階談話室,269,民間,RC,2009,15325512.72,4121578.96
221309,258,静岡県,浜松市,38,パレスかわぐち,,集合住宅,中央区,入野町14116-1,中央区入野町14116-1,静岡県浜松市中央区入野町14116-1,137.6740669,34.7008126,3階,6ｍ,29人,3階通路,20.3,民間,RC,1987,15325807.02,4123296.737
221309,260,静岡県,浜松市,40,TKM,,集合住宅,中央区,瓜内町964-1,中央区瓜内町964-1,静岡県浜松市中央区瓜内町964-1,137.7377202,34.6856714,3階,6ｍ,18人,3階通路,13,民間,RC,2010,15332892.88,4121246.764
221309,261,静岡県,浜松市,41,すこやかマーチ,,集合住宅,中央区,瓜内町911,中央区瓜内町911,静岡県浜松市中央区瓜内町911,137.7367341,34.6896042,3階,6ｍ,14人,3階通路,10,民間,RC,1996,15332783.1,4121779.192
221309,262,静岡県,浜松市,42,すこやかメロディー,,集合住宅,中央区,瓜内町820,中央区瓜内町820,静岡県浜松市中央区瓜内町820,137.7360329,34.68897399,4階,9ｍ,34人,3～4階通路,24,民間,RC,1997,15332705.05,4121693.871
221309,263,静岡県,浜松市,43,ヴェルメゾン飯尾,,集合住宅,中央区,瓜内町586,中央区瓜内町586,静岡県浜松市中央区瓜内町586,137.7329066,34.689729,3階,6ｍ,16人,3階通路,11,民間,RC,1984,15332357.03,4121796.088
221309,264,静岡県,浜松市,44,エレンシア,,集合住宅,中央区,瓜内町203-1,中央区瓜内町203-1,静岡県浜松市中央区瓜内町203-1,137.7361482,34.69283124,5階,12ｍ,117人,3～5階通路,82,民間,RC,2007,15332717.88,4122216.091
221309,265,静岡県,浜松市,46,サザンハウスNANREI,,集合住宅,中央区,寺脇町399-2,中央区寺脇町399-2,静岡県浜松市中央区寺脇町399-2,137.745889,34.6840691,3階,6ｍ,38人,3階通路,27,民間,RC,2006,15333802.22,4121029.85
221309,266,静岡県,浜松市,47,すこやかデュランティ,,集合住宅,中央区,三島町95-1,中央区三島町95-1,静岡県浜松市中央区三島町95-1,137.7378257,34.690093,3階,6ｍ,27人,3階通路,19,民間,RC,2004,15332904.62,4121845.368
221309,267,静岡県,浜松市,48,サウスルーム三島,,集合住宅,中央区,三島町788-1,中央区三島町788-1,静岡県浜松市中央区三島町788-1,137.7443987,34.6844593,3階,6ｍ,17人,3階通路,12,民間,RC,2003,15333636.32,4121082.674
221309,268,静岡県,浜松市,49,Tiffanyone,,集合住宅,中央区,三島町674-3,中央区三島町674-3,静岡県浜松市中央区三島町674-3,137.7426976,34.6889794,3階,6ｍ,44人,3階通路,31,民間,SRC,1995,15333446.96,4121694.604
221309,270,静岡県,浜松市,51,まきの木館うたり,,集合住宅,中央区,三島町338,中央区三島町338,静岡県浜松市中央区三島町338,137.7407563,34.68865861,3階,6ｍ,20人,3階通路,14,民間,RC,2010,15333230.85,4121651.174
221309,269,静岡県,浜松市,50,Tiffanynine,,集合住宅,中央区,三島町674-2,中央区三島町674-2,静岡県浜松市中央区三島町674-2,137.7426559,34.6892099,3階,6ｍ,26人,3階通路,18,民間,SRC,1998,15333442.32,4121725.81
221309,271,静岡県,浜松市,52,浜松南病院,,病院,中央区,白羽町26,中央区白羽町26,静岡県浜松市中央区白羽町26,137.7392229,34.6844411,5階,12ｍ,"1,136人",5階、屋上,799,民間,RC,2006,15333060.16,4121080.21
221309,272,静岡県,浜松市,53,コーポバーディ,,集合住宅,中央区,白羽町209-3,中央区白羽町209-3,静岡県浜松市中央区白羽町209-3,137.733715,34.6810276,3階,6ｍ,34人,3階通路,24,民間,RC,1988,15332447.02,4120618.114
221309,274,静岡県,浜松市,55,コーポラスサンライズB,,集合住宅,中央区,寺脇町367,中央区寺脇町367,静岡県浜松市中央区寺脇町367,137.7443281,34.6839413,3階,6ｍ,37人,3階通路,26,民間,RC,1988,15333628.46,4121012.549
221309,275,静岡県,浜松市,56,コーポラスサンライズA,,集合住宅,中央区,寺脇町367,中央区寺脇町367,静岡県浜松市中央区寺脇町367,137.744337,34.68369837,3階,6ｍ,37人,3階通路,26,民間,RC,1988,15333629.45,4120979.663
221309,273,静岡県,浜松市,54,バーディJr,,集合住宅,中央区,白羽町209-2,中央区白羽町209-2,静岡県浜松市中央区白羽町209-2,137.7339094,34.68095394,3階,6ｍ,10人,3階通路,7.2,民間,RC,1996,15332468.66,4120608.142
221309,276,静岡県,浜松市,57,ケアセンター芳川,,福祉施設,中央区,鼡野町24,中央区鼡野町24,静岡県浜松市中央区鼡野町24,137.763443,34.6786013,3階,6ｍ,715人,3階通路、屋上,502.4,民間,RC,2003,15335756.32,4120289.669
221309,278,静岡県,浜松市,59,リバーサイド薫風,,集合住宅,中央区,河輪町70-1,中央区河輪町70-1,静岡県浜松市中央区河輪町70-1,137.7864153,34.6771001,3階,6ｍ,50人,3階通路,35,民間,RC,1983,15338313.59,4120086.459
221309,279,静岡県,浜松市,67,スズキ（株）観月園研修センター,,商業、事務,中央区,舞阪町弁天島2925-1,中央区舞阪町弁天島2925-1,静岡県浜松市中央区舞阪町弁天島2925-1,137.5980359,34.69777991,3階,6ｍ,512人,2･3階廊下、階段、踊り場,360,民間,RC,1983,15317343.29,4122886.11
221309,280,静岡県,浜松市,68,一弁公民館,,公会堂,中央区,舞阪町弁天島3888-2,中央区舞阪町弁天島3888-2,静岡県浜松市中央区舞阪町弁天島3888-2,137.6040173,34.69244751,2階,3ｍ,270人,2階、屋上,190,民間,RC,1996,15318009.14,4122164.138
221309,281,静岡県,浜松市,69,いろは学習センター浜名湖校,,商業、事務,中央区,舞阪町弁天島3802,中央区舞阪町弁天島3802,静岡県浜松市中央区舞阪町弁天島3802,137.6059134,34.691897,,-3ｍ,172人,屋上,121,民間,RC,1995,15318220.21,4122089.605
221309,282,静岡県,浜松市,71,弁天島ビル,,宿泊施設,中央区,舞阪町弁天島2742,中央区舞阪町弁天島2742,静岡県浜松市中央区舞阪町弁天島2742,137.6069716,34.6949773,3階,6ｍ,299人,2～3階廊下･踊り場,210,民間,RC,1988,15318338.01,4122506.649
221309,283,静岡県,浜松市,72,まほら舞阪,,福祉施設,中央区,舞阪町弁天島3481-26,中央区舞阪町弁天島3481-26,静岡県浜松市中央区舞阪町弁天島3481-26,137.5910032,34.69493071,2階,3ｍ,725人,2階屋上,510,民間,RC,2006,15316560.41,4122500.342
221309,287,静岡県,浜松市,82,コンフォール,,集合住宅,中央区,志都呂町5215,中央区志都呂町5215,静岡県浜松市中央区志都呂町5215,137.6600627,34.6999706,3階,6ｍ,26人,3階通路,18.4,民間,RC,2006,15324248.08,4123182.729
221309,284,静岡県,浜松市,74,コスモスA,,集合住宅,中央区,雄踏町宇布見4959-3,中央区雄踏町宇布見4959-3,静岡県浜松市中央区雄踏町宇布見4959-3,137.6350821,34.697634,3階,6ｍ,21人,3階通路,15,民間,SRC,1999,15321467.25,4122866.354
221309,285,静岡県,浜松市,75,コスモスB,,集合住宅,中央区,雄踏町宇布見4863-331,中央区雄踏町宇布見4863-331,静岡県浜松市中央区雄踏町宇布見4863-331,137.633881,34.69524827,3階,6ｍ,21人,3階通路,15,民間,RC,1999,15321333.55,4122543.337
221309,286,静岡県,浜松市,80,フェリオ,,集合住宅,中央区,雄踏町宇布見4863-4,中央区雄踏町宇布見4863-4,静岡県浜松市中央区雄踏町宇布見4863-4,137.633087,34.69525709,5階,12ｍ,270人,5階オフィス2部屋、屋上,190,民間,SRC,2008,15321245.16,4122544.531
221309,288,静岡県,浜松市,84,コンフォート志都呂,,集合住宅,中央区,志都呂町5340,中央区志都呂町5340,静岡県浜松市中央区志都呂町5340,137.6639257,34.69996084,4階,9ｍ,17人,3～4階通路、踊場,12,民間,RC,2009,15324678.11,4123181.407
221309,290,静岡県,浜松市,92,ネクステージ新橋,,集合住宅,中央区,新橋町1179,中央区新橋町1179,静岡県浜松市中央区新橋町1179,137.7162387,34.6808827,3階,6ｍ,33人,3階通路,23.4,民間,RC,1987,15330501.57,4120598.499
221309,291,静岡県,浜松市,94,グランドエクシブ社員寮,,集合住宅,中央区,村櫛町4671-1,中央区村櫛町4671-1,静岡県浜松市中央区村櫛町4671-1,137.597124,34.72079921,4階,9ｍ,228人,3～4階通路,160,民間,SRC,2004,15317241.78,4126003.307
221309,289,静岡県,浜松市,87,クラシオン,,集合住宅,中央区,入野町10634-1,中央区入野町10634-1,静岡県浜松市中央区入野町10634-1,137.6792333,34.695319,3階,6ｍ,46人,3階通路,32.4,民間,RC,2005,15326382.14,4122552.913
221309,292,静岡県,浜松市,95,アスティオンⅠ,,集合住宅,中央区,雄踏一丁目17-34,中央区雄踏一丁目17-34,静岡県浜松市中央区雄踏一丁目17-34,137.6442895,34.6947513,4階,9ｍ,114人,3～4階通路,80,民間,RC,2007,15322492.22,4122476.051
221309,293,静岡県,浜松市,96,カーササンユー,,集合住宅,中央区,三島町491,中央区三島町491,静岡県浜松市中央区三島町491,137.7401172,34.6910207,3階,6ｍ,36人,3階通路,25,民間,RC,1989,15333159.71,4121970.965
221309,294,静岡県,浜松市,97,Southern　TownⅡ,,集合住宅,中央区,寺脇町769,中央区寺脇町769,静岡県浜松市中央区寺脇町769,137.7503237,34.6835131,3階,6ｍ,31人,3階通路,22,民間,RC,2009,15334295.89,4120954.582
221309,295,静岡県,浜松市,98,Southern　TownⅠ,,集合住宅,中央区,寺脇町767,中央区寺脇町767,静岡県浜松市中央区寺脇町767,137.7503076,34.68376233,3階,6ｍ,31人,3階通路,22,民間,RC,2007,15334294.1,4120988.321
221309,296,静岡県,浜松市,99,シズオカ・ハマナコ2株式会社 グランドメルキュール浜名湖リゾート＆スパ,,宿泊施設,中央区,雄踏町山崎4396-1,中央区雄踏町山崎4396-1,静岡県浜松市中央区雄踏町山崎4396-1,137.6153954,34.7070128,,-3ｍ,0人,ホテル側で誘導可能な場所,,民間,RC,1988,15319275.74,4124136.293
221309,298,静岡県,浜松市,106,五島協働センター,,協働センター,中央区,福島町242-1,中央区福島町242-1,静岡県浜松市中央区福島町242-1,137.7689089,34.6634952,3階,6ｍ,572人,3階図書室、事務室屋上,402,公共,RC,1982,15336364.79,4118244.997
221309,299,静岡県,浜松市,107,県営遠州浜団地,1号棟,集合住宅,中央区,遠州浜一丁目11,中央区遠州浜一丁目11,静岡県浜松市中央区遠州浜一丁目11,137.7624848,34.6588861,4階,9ｍ,48人,3～4階階段,33.9,公共,RC,1987,15335649.66,4117621.21
221309,300,静岡県,浜松市,108,県営遠州浜団地,2号棟,集合住宅,中央区,遠州浜一丁目11,中央区遠州浜一丁目11,静岡県浜松市中央区遠州浜一丁目11,137.7624741,34.65918615,4階,9ｍ,37人,3～4階階段,25.8,公共,RC,1988,15335648.47,4117661.817
221309,297,静岡県,浜松市,101,クレストステージパークホームズ,,集合住宅,中央区,雄踏町宇布見3339-1,中央区雄踏町宇布見3339-1,静岡県浜松市中央区雄踏町宇布見3339-1,137.6393205,34.6988062,10階,27ｍ,"2,044人",3階～10階通路,1437,民間,SRC,1994,15321939.07,4123025.069
221309,301,静岡県,浜松市,109,県営遠州浜団地,3号棟,集合住宅,中央区,遠州浜一丁目11,中央区遠州浜一丁目11,静岡県浜松市中央区遠州浜一丁目11,137.7625841,34.65953695,4階,9ｍ,48人,3～4階階段,33.9,公共,RC,1989,15335660.71,4117709.293
221309,302,静岡県,浜松市,110,県営遠州浜団地,5号棟,集合住宅,中央区,遠州浜一丁目11,中央区遠州浜一丁目11,静岡県浜松市中央区遠州浜一丁目11,137.7631983,34.6592722,4階,9ｍ,48人,3～4階階段,33.9,公共,RC,1990,15335729.08,4117673.463
221309,303,静岡県,浜松市,111,県営遠州浜団地,7号棟,集合住宅,中央区,遠州浜一丁目11,中央区遠州浜一丁目11,静岡県浜松市中央区遠州浜一丁目11,137.7636006,34.65880888,4階,9ｍ,48人,3～4階階段,33.9,公共,RC,1990,15335773.87,4117610.76
221309,304,静岡県,浜松市,112,県営遠州浜団地,10号棟,集合住宅,中央区,遠州浜一丁目11,中央区遠州浜一丁目11,静岡県浜松市中央区遠州浜一丁目11,137.7641559,34.6589898,4階,9ｍ,32人,3～4階階段,22.4,公共,RC,1991,15335835.68,4117635.244
221309,305,静岡県,浜松市,113,県営遠州浜団地,14号棟,集合住宅,中央区,遠州浜三丁目1,中央区遠州浜三丁目1,静岡県浜松市中央区遠州浜三丁目1,137.7708399,34.65702621,6階,15ｍ,295人,3～6階階段及び廊下,207.7,公共,RC,1993,15336579.74,4117369.506
221309,306,静岡県,浜松市,114,県営遠州浜団地,15号棟,集合住宅,中央区,遠州浜三丁目1,中央区遠州浜三丁目1,静岡県浜松市中央区遠州浜三丁目1,137.7718914,34.65767707,10階,27ｍ,298人,3～10階階段及びエレベーターホール,209.4,公共,RC,1994,15336696.8,4117457.588
221309,307,静岡県,浜松市,115,県営遠州浜団地,19号棟,集合住宅,中央区,遠州浜三丁目1,中央区遠州浜三丁目1,静岡県浜松市中央区遠州浜三丁目1,137.7714247,34.65750498,6階,15ｍ,277人,3～6階階段及び廊下,194.6,公共,RC,1995,15336644.84,4117434.299
221309,308,静岡県,浜松市,116,県営遠州浜団地,21号棟,集合住宅,中央区,遠州浜三丁目1,中央区遠州浜三丁目1,静岡県浜松市中央区遠州浜三丁目1,137.7716634,34.65784254,10階,27ｍ,293人,3～10階階段及びエレベーターホール,206.2,公共,RC,1995,15336671.42,4117479.982
221309,310,静岡県,浜松市,118,弁天島防災センター,,防災倉庫,中央区,舞阪町弁天島2733-1,中央区舞阪町弁天島2733-1,静岡県浜松市中央区舞阪町弁天島2733-1,137.605176,34.69306942,2階,3ｍ,265人,屋上,186,公共,RC,1997,15318138.12,4122248.338
221309,309,静岡県,浜松市,117,篠原中学校,南棟,学校,中央区,篠原町20200-1,中央区篠原町20200-1,静岡県浜松市中央区篠原町20200-1,137.658096,34.682076,3階,6ｍ,"2,024人",3階普通教室・特別教室・廊下・屋上,1423,公共,RC,,15324029.15,4120760.037
221309,311,静岡県,浜松市,119,市営第三吹上団地,A,集合住宅,中央区,舞阪町舞阪808,中央区舞阪町舞阪808,静岡県浜松市中央区舞阪町舞阪808,137.6233023,34.68616419,4階,9ｍ,302人,3、4階段踊場、屋上,212.1,公共,RC,,15320155.93,4121313.478
221309,312,静岡県,浜松市,120,市営住宅第二浜表団地,B棟,集合住宅,中央区,舞阪町舞阪2668-238,中央区舞阪町舞阪2668-238,静岡県浜松市中央区舞阪町舞阪2668-238,137.6202446,34.67903781,3階,6ｍ,491人,屋上,345,公共,RC,,15319815.55,4120348.758
221309,313,静岡県,浜松市,121,市営住宅第二浜表団地,C棟,集合住宅,中央区,舞阪町舞阪2668-238,中央区舞阪町舞阪2668-238,静岡県浜松市中央区舞阪町舞阪2668-238,137.6212129,34.67892312,3階,6ｍ,512人,屋上,360,公共,RC,,15319923.34,4120333.233
221309,314,静岡県,浜松市,122,市営住宅第二浜表団地,D棟,集合住宅,中央区,舞阪町舞阪2668-238,中央区舞阪町舞阪2668-238,静岡県浜松市中央区舞阪町舞阪2668-238,137.6217788,34.67887018,3階,6ｍ,512人,屋上,360,公共,RC,,15319986.34,4120326.067
221309,315,静岡県,浜松市,123,市営住宅第二浜表団地,E棟,集合住宅,中央区,舞阪町舞阪2668-238,中央区舞阪町舞阪2668-238,静岡県浜松市中央区舞阪町舞阪2668-238,137.6222616,34.67882606,3階,6ｍ,512人,屋上,360,公共,RC,,15320040.08,4120320.094
221309,316,静岡県,浜松市,124,市営住宅第二浜表団地,F棟,集合住宅,中央区,舞阪町舞阪2668-238,中央区舞阪町舞阪2668-238,静岡県浜松市中央区舞阪町舞阪2668-238,137.6227337,34.67878636,3階,6ｍ,512人,屋上,360,公共,RC,,15320092.64,4120314.72
221309,317,静岡県,浜松市,125,市営住宅第二浜表団地,G棟,集合住宅,中央区,舞阪町舞阪2668-238,中央区舞阪町舞阪2668-238,静岡県浜松市中央区舞阪町舞阪2668-238,137.6231521,34.67876871,3階,6ｍ,491人,屋上,345,公共,RC,,15320139.21,4120312.331
221309,318,静岡県,浜松市,126,舞阪第2保育園,,学校,中央区,舞阪町舞阪2659-3,中央区舞阪町舞阪2659-3,静岡県浜松市中央区舞阪町舞阪2659-3,137.613653,34.683236,3階,6ｍ,333人,屋上,234,公共,RC,,15319081.78,4120917.07
221309,319,静岡県,浜松市,128,舞阪支所,,協働センター,中央区,舞阪町舞阪2701-9,中央区舞阪町舞阪2701-9,静岡県浜松市中央区舞阪町舞阪2701-9,137.607883,34.687528,3階,6ｍ,"2,776人",3階:防災無線室、防災対策室以外 4階:全面,1951.59,公共,SRC,1988,15318439.46,4121498.11
221309,320,静岡県,浜松市,129,舞阪小学校,西棟,学校,中央区,舞阪町舞阪76,中央区舞阪町舞阪76,静岡県浜松市中央区舞阪町舞阪76,137.611343,34.685745,3階,6ｍ,"1,353人",3階特別教室・廊下、屋上,951,公共,RC,2008,15318824.63,4121256.728
221309,321,静岡県,浜松市,130,舞阪小学校,南棟,学校,中央区,舞阪町舞阪76,中央区舞阪町舞阪76,静岡県浜松市中央区舞阪町舞阪76,137.611343,34.685745,3階,6ｍ,"4,164人",3階普通教室・特別教室・廊下・屋上,2928,公共,RC,,15318824.63,4121256.728
221309,322,静岡県,浜松市,131,舞阪中学校,,学校,中央区,舞阪町舞阪4601,中央区舞阪町舞阪4601,静岡県浜松市中央区舞阪町舞阪4601,137.6163,34.67925,3階,6ｍ,"2,231人",3階普通教室・特別教室・廊下・屋上,1569,公共,RC,,15319376.44,4120377.482
221309,324,静岡県,浜松市,133,市営今切団地,C,集合住宅,中央区,舞阪町舞阪4602,中央区舞阪町舞阪4602,静岡県浜松市中央区舞阪町舞阪4602,137.6078045,34.67945028,3階,6ｍ,561人,階段踊場、屋上,394.8,公共,RC,1987,15318430.73,4120404.593
221309,323,静岡県,浜松市,132,市営今切団地,B,集合住宅,中央区,舞阪町舞阪4602,中央区舞阪町舞阪4602,静岡県浜松市中央区舞阪町舞阪4602,137.6078743,34.67971056,3階,6ｍ,606人,階段踊場、屋上,426,公共,RC,1986,15318438.5,4120439.827
221309,325,静岡県,浜松市,134,市営今切団地,A,集合住宅,中央区,舞阪町舞阪4602,中央区舞阪町舞阪4602,静岡県浜松市中央区舞阪町舞阪4602,137.6083276,34.67939514,3階,6ｍ,593人,階段踊場、屋上,417.3,公共,RC,1991,15318488.96,4120397.129
221309,328,静岡県,浜松市,138,可美中学校,南棟,学校,中央区,増楽町700,中央区増楽町700,静岡県浜松市中央区増楽町700,137.691101,34.687428,3階,6ｍ,"2,648人",3階普通教室・特別教室・廊下・屋上,1862,公共,RC,,15327703.25,4121484.572
221309,326,静岡県,浜松市,135,舞阪コミュ二ティ防災センター,,防災倉庫,中央区,舞阪町舞阪601-8,中央区舞阪町舞阪601-8,静岡県浜松市中央区舞阪町舞阪601-8,137.6101756,34.68761321,3階,6ｍ,259人,屋上,182,公共,RC,1981,15318694.68,4121509.646
221309,327,静岡県,浜松市,137,篠原小学校,北棟,学校,中央区,篠原町10300,中央区篠原町10300,静岡県浜松市中央区篠原町10300,137.656433,34.683723,4階,9ｍ,"2,362人",3～4階普通教室・特別教室・廊下・屋上,1661,公共,RC,,15323844.03,4120982.997
221309,329,静岡県,浜松市,139,新津小学校,北棟,学校,中央区,新橋町777,中央区新橋町777,静岡県浜松市中央区新橋町777,137.702962,34.682716,4階,9ｍ,"1,995人",3～4階普通教室・特別教室・廊下・屋上,1403,公共,RC,,15329023.61,4120846.675
